time,sb,snb,tv,tv1,trans,trans1,trans2,w1,w2,w3,w4,w5,w6,w7,sb1,sb2,sb3,sb4,sb5,sb6,sb7,snb1,snb2,snb3,snb4,snb5,snb6,snb7,tv1,tv2,tv3,tv4,tv5,tv6,tv7,sbm3,sbm4,sbm5,sbm6,sbm8,sbm10,snbm3,snbm4,snbm5,snbm6,snbm8,snbm10,tvm3,tvm4,tvm5,tvm6,tvm8,tvm10
8/22/2016,207.6,26345.95,0,0,1420,1352.5,1450,1,0,0,0,0,0,0,186.35,225,197.5,360,207.5,237.5,302.5,28198.35,28295.23,27884.68,27089.18,17674.03,19572.35,23510.15,0,0,0,0,0,0,0,206.32,204.11,235.29,230.66,240.49,25078.91,27613.18,27681.05,27562.68,25914.57,24821.24,25078.91,0,0,0,0,0,0
8/23/2016,135.75,19584.63,0,0,1080,1420,1352.5,0,1,0,0,0,0,0,207.6,186.35,225,197.5,360,207.5,237.5,26345.95,28198.35,28295.23,27884.68,27089.18,17674.03,19572.35,0,0,0,0,0,0,0,176.57,188.68,190.44,218.7,219.65,24342.51,24709.64,25606.04,26061.77,26233,24330.55,24342.51,0,0,0,0,0,0
8/24/2016,161.9,19333.53,0,0,812.5,1080,1420,0,0,1,0,0,0,0,135.75,207.6,186.35,225,197.5,360,207.5,19584.63,26345.95,28198.35,28295.23,27884.68,27089.18,17674.03,0,0,0,0,0,0,0,168.42,172.9,183.32,185.68,210.2,23748.81,21754.7,23365.62,24351.54,24940.4,24300.7,23748.81,0,0,0,0,0,0
8/25/2016,291.38,32099.78,0,0,1480,812.5,1080,0,0,0,1,0,0,0,161.9,135.75,207.6,186.35,225,197.5,360,19333.53,19584.63,26345.95,28198.35,28295.23,27884.68,27089.18,0,0,0,0,0,0,0,196.34,199.16,196.6,201.33,220.69,24607.77,23672.65,24340.97,25112.45,25642.91,26103.92,24607.77,0,0,0,0,0,0
8/26/2016,246.4,33639.75,0,0,1560,1480,812.5,0,0,0,0,1,0,0,291.38,161.9,135.75,207.6,186.35,225,197.5,32099.78,19333.53,19584.63,26345.95,28198.35,28295.23,27884.68,0,0,0,0,0,0,0,233.23,208.86,208.61,204.9,206.49,26014.51,28357.69,26164.42,26200.73,26533.67,26922.74,26014.51,0,0,0,0,0,0
8/27/2016,277.45,34508.6,0,0,1557.5,1560,1480,0,0,0,0,0,1,0,246.4,291.38,161.9,135.75,207.6,186.35,225,33639.75,32099.78,19333.53,19584.63,26345.95,28198.35,28295.23,0,0,0,0,0,0,0,271.74,244.28,222.58,220.08,216.48,27697.97,33416.04,29895.42,27833.26,27585.37,27750.73,27697.97,0,0,0,0,0,0
8/28/2016,382.35,32444.65,0,0,1572.5,1557.5,1560,0,0,0,0,0,0,1,277.45,246.4,291.38,161.9,135.75,207.6,186.35,34508.6,33639.75,32099.78,19333.53,19584.63,26345.95,28198.35,0,0,0,0,0,0,0,302.07,299.4,271.9,249.21,236.15,28233.52,33531,33173.2,30405.26,28601.82,28269.41,28233.52,0,0,0,0,0,0
8/29/2016,236.78,28903.43,0,0,1487.5,1572.5,1557.5,1,0,0,0,0,0,0,382.35,277.45,246.4,291.38,161.9,135.75,207.6,32444.65,34508.6,33639.75,32099.78,19333.53,19584.63,26345.95,0,0,0,0,0,0,0,298.86,285.75,286.87,266.04,242.45,28335.39,31952.23,32374.11,32319.24,30154.96,28357.54,28335.39,0,0,0,0,0,0
8/30/2016,158.25,20879.85,0,0,867.5,1487.5,1572.5,0,1,0,0,0,0,0,236.78,382.35,277.45,246.4,291.38,161.9,135.75,28903.43,32444.65,34508.6,33639.75,32099.78,19333.53,19584.63,0,0,0,0,0,0,0,259.13,263.71,260.25,265.44,236.28,27593.85,27409.31,29184.13,30075.26,30412.68,27674.28,27593.85,0,0,0,0,0,0
8/31/2016,159.93,20500.13,0,0,945,867.5,1487.5,0,0,1,0,0,0,0,158.25,236.78,382.35,277.45,246.4,291.38,161.9,20879.85,28903.43,32444.65,34508.6,33639.75,32099.78,19333.53,0,0,0,0,0,0,0,184.99,234.33,242.95,243.53,239.31,26824.03,23427.8,25682.02,27447.33,28479.4,27788.72,26824.03,0,0,0,0,0,0
9/1/2016,259.13,32301.75,0,0,1465,945,867.5,0,0,0,1,0,0,0,159.93,158.25,236.78,382.35,277.45,246.4,291.38,20500.13,20879.85,28903.43,32444.65,34508.6,33639.75,32099.78,0,0,0,0,0,0,0,192.44,203.52,239.29,245.65,251.46,27419.61,24560.58,25646.29,27005.96,28256.4,29409.74,27419.61,0,0,0,0,0,0
9/2/2016,312.23,32363.7,0,0,1532.5,1465,945,0,0,0,0,1,0,0,259.13,159.93,158.25,236.78,382.35,277.45,246.4,32301.75,20500.13,20879.85,28903.43,32444.65,34508.6,33639.75,0,0,0,0,0,0,0,243.76,222.39,225.26,251.45,254.07,28697.52,28388.53,26511.36,26989.77,27898.92,29442.73,28697.52,0,0,0,0,0,0
9/3/2016,297.35,31634.43,0,0,1410,1532.5,1465,0,0,0,0,0,1,0,312.23,259.13,159.93,158.25,236.78,382.35,277.45,32363.7,32301.75,20500.13,20879.85,28903.43,32444.65,34508.6,0,0,0,0,0,0,0,289.57,257.16,237.38,237.28,260.43,29927.61,32099.96,29200,27535.97,27763.88,29192.07,29927.61,0,0,0,0,0,0
9/4/2016,288.9,30229.88,0,0,1455,1410,1532.5,0,0,0,0,0,0,1,297.35,312.23,259.13,159.93,158.25,236.78,382.35,31634.43,32363.7,32301.75,20500.13,20879.85,28903.43,32444.65,0,0,0,0,0,0,0,299.49,289.4,263.51,245.97,261.87,29740.62,31409.34,31632.44,29405.98,27984.96,28657.23,29740.62,0,0,0,0,0,0
9/5/2016,281.83,26715.4,0,0,1307.5,1455,1410,1,0,0,0,0,0,0,288.9,297.35,312.23,259.13,159.93,158.25,236.78,30229.88,31634.43,32363.7,32301.75,20500.13,20879.85,28903.43,0,0,0,0,0,0,0,289.36,295.08,287.89,266.56,249.3,29048.18,29526.57,30235.85,30649.03,28957.55,27941.07,29048.18,0,0,0,0,0,0
9/6/2016,579.5,20067,0,0,997.5,1307.5,1455,0,1,0,0,0,0,0,281.83,288.9,297.35,312.23,259.13,159.93,158.25,26715.4,30229.88,31634.43,32363.7,32301.75,20500.13,20879.85,0,0,0,0,0,0,0,383.41,361.9,351.96,336.49,292.14,27604.02,25670.76,27161.68,28202.08,28885.36,26836.52,27604.02,0,0,0,0,0,0
9/7/2016,1791.63,21739.58,0,0,1152.5,997.5,1307.5,0,0,1,0,0,0,0,579.5,281.83,288.9,297.35,312.23,259.13,159.93,20067,26715.4,30229.88,31634.43,32363.7,32301.75,20500.13,0,0,0,0,0,0,0,884.32,735.47,647.84,591.91,496.31,26533.52,22840.66,24687.97,26077.26,27125,26943.98,26533.52,0,0,0,0,0,0
9/8/2016,887.23,32119.55,0,0,1602.5,1152.5,997.5,0,0,0,1,0,0,0,1791.63,579.5,281.83,288.9,297.35,312.23,259.13,21739.58,20067,26715.4,30229.88,31634.43,32363.7,32301.75,0,0,0,0,0,0,0,1086.12,885.05,765.82,687.74,587.23,26855.13,24642.04,25160.38,26174.28,27084.31,28396.41,26855.13,0,0,0,0,0,0
9/9/2016,434.35,34445.83,0,0,1662.5,1602.5,1152.5,0,0,0,0,1,0,0,887.23,1791.63,579.5,281.83,288.9,297.35,312.23,32119.55,21739.58,20067,26715.4,30229.88,31634.43,32363.7,0,0,0,0,0,0,0,1037.74,923.18,794.91,710.57,609.13,28211.73,29434.99,27092.99,27017.47,27552.87,28664.42,28211.73,0,0,0,0,0,0
9/10/2016,378.83,34335.75,0,0,1497.5,1662.5,1602.5,0,0,0,0,0,1,0,434.35,887.23,1791.63,579.5,281.83,288.9,297.35,34445.83,32119.55,21739.58,20067,26715.4,30229.88,31634.43,0,0,0,0,0,0,0,566.8,873.01,814.31,725.56,617.45,29595.29,33633.71,30660.18,28541.54,28237.19,28910.93,29595.29,0,0,0,0,0,0
9/11/2016,325.75,33598.23,0,0,1480,1497.5,1662.5,0,0,0,0,0,0,1,378.83,434.35,887.23,1791.63,579.5,281.83,288.9,34335.75,34445.83,32119.55,21739.58,20067,26715.4,30229.88,0,0,0,0,0,0,0,379.64,506.54,763.56,732.88,621,29724.94,34126.6,33624.84,31247.79,29384.32,29156.4,29724.94,0,0,0,0,0,0
9/12/2016,331.43,31139.23,0,0,1572.5,1480,1497.5,1,0,0,0,0,0,0,325.75,378.83,434.35,887.23,1791.63,579.5,281.83,33598.23,34335.75,34445.83,32119.55,21739.58,20067,26715.4,0,0,0,0,0,0,0,345.34,367.59,471.52,691.54,626.32,29602.49,33024.4,33379.76,33127.72,31229.7,29270.07,29602.49,0,0,0,0,0,0
9/13/2016,216.88,24660.85,0,0,1162.5,1572.5,1480,0,1,0,0,0,0,0,331.43,325.75,378.83,434.35,887.23,1791.63,579.5,31139.23,33598.23,34335.75,34445.83,32119.55,21739.58,20067,0,0,0,0,0,0,0,291.35,313.22,337.45,429.08,618.2,28905.13,29799.44,30933.52,31635.98,31716.57,29013.25,28905.13,0,0,0,0,0,0
9/14/2016,169.48,23647.5,0,0,972.5,1162.5,1572.5,0,0,1,0,0,0,0,216.88,331.43,325.75,378.83,434.35,887.23,1791.63,24660.85,31139.23,33598.23,34335.75,34445.83,32119.55,21739.58,0,0,0,0,0,0,0,239.26,260.89,284.47,309.45,566.95,28246.89,26482.53,28261.45,29476.31,30304.57,29460.82,28246.89,0,0,0,0,0,0
9/15/2016,372.55,38360.9,0,0,1527.5,972.5,1162.5,0,0,0,1,0,0,0,169.48,216.88,331.43,325.75,378.83,434.35,887.23,23647.5,24660.85,31139.23,33598.23,34335.75,34445.83,32119.55,0,0,0,0,0,0,0,252.97,272.59,283.22,299.15,389.56,29411.44,28889.75,29452.12,30281.34,30957.08,31538.48,29411.44,0,0,0,0,0,0
9/16/2016,377.5,39892.53,0,0,1620,1527.5,972.5,0,0,0,0,1,0,0,372.55,169.48,216.88,331.43,325.75,378.83,434.35,38360.9,23647.5,24660.85,31139.23,33598.23,34335.75,34445.83,0,0,0,0,0,0,0,306.51,284.1,293.57,298.93,325.85,31394,33966.98,31640.45,31540.2,31883.21,32510.1,31394,0,0,0,0,0,0
9/17/2016,621.03,42084.35,0,0,1672.5,1620,1527.5,0,0,0,0,0,1,0,377.5,372.55,169.48,216.88,331.43,325.75,378.83,39892.53,38360.9,23647.5,24660.85,31139.23,33598.23,34335.75,0,0,0,0,0,0,0,457.03,385.14,351.49,348.15,349.18,33428.47,40112.59,35996.32,33729.23,33297.56,33464.92,33428.47,0,0,0,0,0,0
9/18/2016,431.35,41066.85,0,0,1660,1672.5,1620,0,0,0,0,0,0,1,621.03,377.5,372.55,169.48,216.88,331.43,325.75,42084.35,39892.53,38360.9,23647.5,24660.85,31139.23,33598.23,0,0,0,0,0,0,0,476.63,450.61,394.38,364.8,355.75,34323.2,41014.58,40351.16,37010.43,34952.16,34306.31,34323.2,0,0,0,0,0,0
9/19/2016,332.03,37464.43,0,0,1592.5,1660,1672.5,1,0,0,0,0,0,0,431.35,621.03,377.5,372.55,169.48,216.88,331.43,41066.85,42084.35,39892.53,38360.9,23647.5,24660.85,31139.23,0,0,0,0,0,0,0,461.47,440.48,426.89,383.99,356.53,34625.06,40205.21,40127.04,39773.81,37086.09,34789.58,34625.06,0,0,0,0,0,0
9/20/2016,173.08,25849.4,0,0,1070,1592.5,1660,0,1,0,0,0,0,0,332.03,431.35,621.03,377.5,372.55,169.48,216.88,37464.43,41066.85,42084.35,39892.53,38360.9,23647.5,24660.85,0,0,0,0,0,0,0,312.15,389.37,387,384.59,336.74,33776.43,34793.56,36616.26,37271.51,37453.08,34128.35,33776.43,0,0,0,0,0,0
9/21/2016,207.93,24491.25,0,0,1035,1070,1592.5,0,0,1,0,0,0,0,173.08,332.03,431.35,621.03,377.5,372.55,169.48,25849.4,37464.43,41066.85,42084.35,39892.53,38360.9,23647.5,0,0,0,0,0,0,0,237.68,286.1,353.08,357.15,335.62,32865.73,29268.36,32217.98,34191.26,35141.47,34107.15,32865.73,0,0,0,0,0,0
9/22/2016,369.33,37582,0,0,1390,1035,1070,0,0,0,1,0,0,0,207.93,173.08,332.03,431.35,621.03,377.5,372.55,24491.25,25849.4,37464.43,41066.85,42084.35,39892.53,38360.9,0,0,0,0,0,0,0,250.11,270.59,302.74,355.79,360.6,33510.01,29307.55,31346.77,33290.79,34756.38,35848.96,33510.01,0,0,0,0,0,0
9/23/2016,415.18,32387.05,0,0,1572.5,1390,1035,0,0,0,0,1,0,0,369.33,207.93,173.08,332.03,431.35,621.03,377.5,37582,24491.25,25849.4,37464.43,41066.85,42084.35,39892.53,0,0,0,0,0,0,0,330.81,291.38,299.51,321.48,365.93,34282.63,31486.77,30077.43,31554.83,33140.16,35102.23,34282.63,0,0,0,0,0,0
9/24/2016,400.88,29198.78,0,0,1622.5,1572.5,1390,0,0,0,0,0,1,0,415.18,369.33,207.93,173.08,332.03,431.35,621.03,32387.05,37582,24491.25,25849.4,37464.43,41066.85,42084.35,0,0,0,0,0,0,0,395.13,348.33,313.28,316.41,368.85,34837.75,33055.94,30914.77,29901.7,31162.15,33765.51,34837.75,0,0,0,0,0,0
9/25/2016,407.88,29870.08,0,0,1602.5,1622.5,1572.5,0,0,0,0,0,0,1,400.88,415.18,369.33,207.93,173.08,332.03,431.35,29198.78,32387.05,37582,24491.25,25849.4,37464.43,41066.85,0,0,0,0,0,0,0,407.98,398.32,360.24,329.05,342.21,33988.67,30485.3,32259.48,30705.83,29896.43,32238.73,33988.67,0,0,0,0,0,0
9/26/2016,377.15,28701.8,0,0,1402.5,1602.5,1622.5,1,0,0,0,0,0,0,407.88,400.88,415.18,369.33,207.93,173.08,332.03,29870.08,29198.78,32387.05,37582,24491.25,25849.4,37464.43,0,0,0,0,0,0,0,395.3,400.27,394.08,363.06,335.43,32869.6,29256.89,30039.43,31547.94,30371.83,30693.1,32869.6,0,0,0,0,0,0
9/27/2016,238.55,19664.78,0,0,1090,1402.5,1602.5,0,1,0,0,0,0,0,377.15,407.88,400.88,415.18,369.33,207.93,173.08,28701.8,29870.08,29198.78,32387.05,37582,24491.25,25849.4,0,0,0,0,0,0,0,341.19,356.12,367.93,368.16,323.75,30627.64,26078.89,26858.86,27964.5,29567.42,28468.14,30627.64,0,0,0,0,0,0
9/28/2016,248.7,19020.1,0,0,1057.5,1090,1402.5,0,0,1,0,0,0,0,238.55,377.15,407.88,400.88,415.18,369.33,207.93,19664.78,28701.8,29870.08,29198.78,32387.05,37582,24491.25,0,0,0,0,0,0,0,288.13,318.07,334.63,348.06,333.2,28422.97,22462.23,24314.19,25291.11,26473.77,27614.48,28422.97,0,0,0,0,0,0
9/29/2016,369.4,33201,0,0,1630,1057.5,1090,0,0,0,1,0,0,0,248.7,238.55,377.15,407.88,400.88,415.18,369.33,19020.1,19664.78,28701.8,29870.08,29198.78,32387.05,37582,0,0,0,0,0,0,0,285.55,308.45,328.34,340.43,353.38,27996.62,23961.96,25146.92,26091.55,26609.42,28703.2,27996.62,0,0,0,0,0,0
9/30/2016,359.08,35114.48,0,0,1627.5,1630,1057.5,0,0,0,0,1,0,0,369.4,248.7,238.55,377.15,407.88,400.88,415.18,33201,19020.1,19664.78,28701.8,29870.08,29198.78,32387.05,0,0,0,0,0,0,0,325.73,303.93,318.58,333.46,352.1,28923.13,29111.86,26750.09,27140.43,27595.37,28394.76,28923.13,0,0,0,0,0,0
10/1/2016,540.38,34530.33,0,0,1607.5,1627.5,1630,0,0,0,0,0,1,0,359.08,369.4,248.7,238.55,377.15,407.88,400.88,35114.48,33201,19020.1,19664.78,28701.8,29870.08,29198.78,0,0,0,0,0,0,0,422.95,379.39,351.22,355.54,367.75,29927.04,34281.94,30466.48,28306.14,28372.08,28662.67,29927.04,0,0,0,0,0,0
10/2/2016,392.68,30515.93,0,0,1600,1607.5,1627.5,0,0,0,0,0,0,1,540.38,359.08,369.4,248.7,238.55,377.15,407.88,34530.33,35114.48,33201,19020.1,19664.78,28701.8,29870.08,0,0,0,0,0,0,0,430.71,415.39,382.05,358.13,366.73,29220.43,33386.91,33340.44,30476.37,28674.44,28827.31,29220.43,0,0,0,0,0,0
10/3/2016,320.83,27556.73,0,0,1595,1600,1607.5,1,0,0,0,0,0,0,392.68,540.38,359.08,369.4,248.7,238.55,377.15,30515.93,34530.33,35114.48,33201,19020.1,19664.78,28701.8,0,0,0,0,0,0,0,417.96,403.24,396.47,371.85,355.85,28737.4,30867.66,31929.37,32183.69,29989.76,28538.14,28737.4,0,0,0,0,0,0
10/4/2016,158.4,17561.08,0,0,1090,1595,1600,0,1,0,0,0,0,0,320.83,392.68,540.38,359.08,369.4,248.7,238.55,27556.73,30515.93,34530.33,35114.48,33201,19020.1,19664.78,0,0,0,0,0,0,0,290.64,353.07,354.27,356.8,328.5,27573.63,25211.25,27541.02,29055.71,29746.59,27145.55,27573.63,0,0,0,0,0,0
10/5/2016,133.63,16486.4,0,0,945,1090,1595,0,0,1,0,0,0,0,158.4,320.83,392.68,540.38,359.08,369.4,248.7,17561.08,27556.73,30515.93,34530.33,35114.48,33201,19020.1,0,0,0,0,0,0,0,204.29,251.39,309.18,317.5,315.39,26235.26,20534.74,23030.04,25330.09,26960.83,26748.26,26235.26,0,0,0,0,0,0
10/6/2016,178.28,23666.78,0,0,932.5,945,1090,0,0,0,1,0,0,0,133.63,158.4,320.83,392.68,540.38,359.08,369.4,16486.4,17561.08,27556.73,30515.93,34530.33,35114.48,33201,0,0,0,0,0,0,0,156.77,197.79,236.76,287.37,306.59,25731.76,19238.09,21317.75,23157.38,25052.88,27329.09,25731.76,0,0,0,0,0,0
10/7/2016,253.25,30703.2,0,0,1697.5,932.5,945,0,0,0,0,1,0,0,178.28,133.63,158.4,320.83,392.68,540.38,359.08,23666.78,16486.4,17561.08,27556.73,30515.93,34530.33,35114.48,0,0,0,0,0,0,0,188.39,180.89,208.88,239.51,292.07,26835.6,23618.79,22104.37,23194.84,24415.02,27016.87,26835.6,0,0,0,0,0,0
10/8/2016,208.6,31320.53,0,0,1692.5,1697.5,932.5,0,0,0,0,0,1,0,253.25,178.28,133.63,158.4,320.83,392.68,540.38,30703.2,23666.78,16486.4,17561.08,27556.73,30515.93,34530.33,0,0,0,0,0,0,0,213.38,193.44,186.43,208.83,273.26,28065.65,28563.5,25544.23,23947.6,24549.12,26542.62,28065.65,0,0,0,0,0,0
10/9/2016,188.13,32445.68,0,0,1672.5,1692.5,1697.5,0,0,0,0,0,0,1,208.6,253.25,178.28,133.63,158.4,320.83,392.68,31320.53,30703.2,23666.78,16486.4,17561.08,27556.73,30515.93,0,0,0,0,0,0,0,216.66,207.07,192.38,186.72,229.23,27990.11,31489.8,29534.05,26924.52,25363.95,26282.04,27990.11,0,0,0,0,0,0
10/10/2016,189.5,31526.98,0,0,1517.5,1672.5,1692.5,1,0,0,0,0,0,0,188.13,208.6,253.25,178.28,133.63,158.4,320.83,32445.68,31320.53,30703.2,23666.78,16486.4,17561.08,27556.73,0,0,0,0,0,0,0,195.41,209.87,203.55,191.9,203.83,27631.36,31764.4,31499.1,29932.63,27691.6,26408.42,27631.36,0,0,0,0,0,0
10/11/2016,130.7,19902.83,0,0,1132.5,1517.5,1672.5,0,1,0,0,0,0,0,189.5,188.13,208.6,253.25,178.28,133.63,158.4,31526.98,32445.68,31320.53,30703.2,23666.78,16486.4,17561.08,0,0,0,0,0,0,0,169.44,179.23,194.04,191.41,180.06,26168.61,27958.5,28799.01,29179.84,28261,25451.69,26168.61,0,0,0,0,0,0
10/12/2016,117.9,19251.2,0,0,1037.5,1132.5,1517.5,0,0,1,0,0,0,0,130.7,189.5,188.13,208.6,253.25,178.28,133.63,19902.83,31526.98,32445.68,31320.53,30703.2,23666.78,16486.4,0,0,0,0,0,0,0,146.03,156.56,166.97,181.35,175,25042.14,23560.34,25781.67,26889.44,27525.07,25662.95,25042.14,0,0,0,0,0,0
10/13/2016,221.63,33391.1,0,0,1662.5,1037.5,1132.5,0,0,0,1,0,0,0,117.9,130.7,189.5,188.13,208.6,253.25,178.28,19251.2,19902.83,31526.98,32445.68,31320.53,30703.2,23666.78,0,0,0,0,0,0,0,156.74,164.93,169.57,176.08,186,25625.58,24181.71,26018.03,27303.56,27973.05,27776.04,25625.58,0,0,0,0,0,0
10/14/2016,259.3,33016.95,0,0,1685,1662.5,1037.5,0,0,0,0,1,0,0,221.63,117.9,130.7,189.5,188.13,208.6,253.25,33391.1,19251.2,19902.83,31526.98,32445.68,31320.53,30703.2,0,0,0,0,0,0,0,199.61,182.38,183.81,184.53,196.13,27171.17,28553.08,26390.52,27417.81,28255.79,28944.81,27171.17,0,0,0,0,0,0
10/15/2016,224.25,33078.48,0,0,1780,1685,1662.5,0,0,0,0,0,1,0,259.3,221.63,117.9,130.7,189.5,188.13,208.6,33016.95,33391.1,19251.2,19902.83,31526.98,32445.68,31320.53,0,0,0,0,0,0,0,235.06,205.77,190.76,190.55,192.5,28830.37,33162.18,29684.43,27728.11,28361.26,29241.72,28830.37,0,0,0,0,0,0
10/16/2016,239.7,31342.75,0,0,1735,1780,1685,0,0,0,0,0,0,1,224.25,259.3,221.63,117.9,130.7,189.5,188.13,33078.48,33016.95,33391.1,19251.2,19902.83,31526.98,32445.68,0,0,0,0,0,0,0,241.08,236.22,212.56,198.91,196.39,29597.97,32479.39,32707.32,30016.1,28330.55,29244.5,29597.97,0,0,0,0,0,0
10/17/2016,253.25,28300.25,0,0,1670,1735,1780,1,0,0,0,0,0,0,239.7,224.25,259.3,221.63,117.9,130.7,189.5,31342.75,33078.48,33016.95,33391.1,19251.2,19902.83,31526.98,0,0,0,0,0,0,0,239.07,244.13,239.63,219.34,204.53,29357.68,30907.16,31434.61,31825.91,29730.12,28726.32,29357.68,0,0,0,0,0,0
10/18/2016,126.2,20080.5,0,0,1145,1670,1735,0,1,0,0,0,0,0,253.25,239.7,224.25,259.3,221.63,117.9,130.7,28300.25,31342.75,33078.48,33016.95,33391.1,19251.2,19902.83,0,0,0,0,0,0,0,206.38,210.85,220.54,220.72,196.62,28233.67,26574.5,28200.5,29163.79,29868.34,27295.51,28233.67,0,0,0,0,0,0
10/19/2016,131.83,19924.25,0,0,1140,1145,1670,0,0,1,0,0,0,0,126.2,253.25,239.7,224.25,259.3,221.63,117.9,20080.5,28300.25,31342.75,33078.48,33016.95,33391.1,19251.2,0,0,0,0,0,0,0,170.43,187.75,195.05,205.76,196.76,26981.53,22768.33,24911.94,26545.25,27623.86,27298.19,26981.53,0,0,0,0,0,0
10/20/2016,250,33450.88,0,0,1700,1140,1145,0,0,0,1,0,0,0,131.83,126.2,253.25,239.7,224.25,259.3,221.63,19924.25,20080.5,28300.25,31342.75,33078.48,33016.95,33391.1,0,0,0,0,0,0,0,169.34,190.32,200.2,204.21,213.27,27173.92,24485.21,25438.97,26619.73,27696.19,29073.15,27173.92,0,0,0,0,0,0
10/21/2016,279.68,34510.93,0,0,1812.5,1700,1140,0,0,0,0,1,0,0,250,131.83,126.2,253.25,239.7,224.25,259.3,33450.88,19924.25,20080.5,28300.25,31342.75,33078.48,33016.95,0,0,0,0,0,0,0,220.5,196.93,208.19,213.44,220.53,28634.73,29295.35,26991.64,27253.36,27934.93,29213.12,28634.73,0,0,0,0,0,0
10/22/2016,475.5,34968.83,0,0,1685,1812.5,1700,0,0,0,0,0,1,0,279.68,250,131.83,126.2,253.25,239.7,224.25,34510.93,33450.88,19924.25,20080.5,28300.25,31342.75,33078.48,0,0,0,0,0,0,0,335.06,284.25,252.64,252.74,247.55,30206.49,34310.21,30713.72,28587.08,28539.27,29457.11,30206.49,0,0,0,0,0,0
10/23/2016,417.38,33273.6,0,0,1657.5,1685,1812.5,0,0,0,0,0,0,1,475.5,279.68,250,131.83,126.2,253.25,239.7,34968.83,34510.93,33450.88,19924.25,20080.5,28300.25,31342.75,0,0,0,0,0,0,0,390.85,355.64,310.88,280.1,271.69,30194.74,34251.12,34051.06,31225.7,29368.17,29481.5,30194.74,0,0,0,0,0,0
10/24/2016,479.35,30856.15,0,0,1597.5,1657.5,1685,1,0,0,0,0,0,0,417.38,475.5,279.68,250,131.83,126.2,253.25,33273.6,34968.83,34510.93,33450.88,19924.25,20080.5,28300.25,0,0,0,0,0,0,0,457.41,412.98,380.38,338.96,301.65,29978.66,33032.86,33402.38,33412.08,31164.11,29420.67,29978.66,0,0,0,0,0,0
10/25/2016,312.38,22853.33,0,0,1190,1597.5,1657.5,0,1,0,0,0,0,0,479.35,417.38,475.5,279.68,250,131.83,126.2,30856.15,33273.6,34968.83,34510.93,33450.88,19924.25,20080.5,0,0,0,0,0,0,0,403.04,421.15,392.86,369.05,309.04,28956.15,28994.36,30487.98,31292.57,31652.29,28739.81,28956.15,0,0,0,0,0,0
10/26/2016,206.13,22491.85,0,0,1025,1190,1597.5,0,0,1,0,0,0,0,312.38,479.35,417.38,475.5,279.68,250,131.83,22853.33,30856.15,33273.6,34968.83,34510.93,33450.88,19924.25,0,0,0,0,0,0,0,332.62,353.81,378.15,361.74,319.03,28071.06,25400.44,27368.73,28888.75,29825.78,29041.23,28071.06,0,0,0,0,0,0
10/27/2016,458.2,34697.93,0,0,1685,1025,1190,0,0,0,1,0,0,0,206.13,312.38,479.35,417.38,475.5,279.68,250,22491.85,22853.33,30856.15,33273.6,34968.83,34510.93,33450.88,0,0,0,0,0,0,0,325.57,364.02,374.69,391.49,359.83,28710.83,26681.04,27724.82,28834.57,29856.95,30887.94,28710.83,0,0,0,0,0,0
10/28/2016,613.5,36705.38,0,0,1772.5,1685,1025,0,0,0,0,1,0,0,458.2,206.13,312.38,479.35,417.38,475.5,279.68,34697.93,22491.85,22853.33,30856.15,33273.6,34968.83,34510.93,0,0,0,0,0,0,0,425.94,397.55,413.91,414.49,405.27,30373.31,31298.39,29187.12,29520.93,30146.37,31294.75,30373.31,0,0,0,0,0,0
10/29/2016,549.1,36805.55,0,0,1665,1772.5,1685,0,0,0,0,0,1,0,613.5,458.2,206.13,312.38,479.35,417.38,475.5,36705.38,34697.93,22491.85,22853.33,30856.15,33273.6,34968.83,0,0,0,0,0,0,0,540.27,456.73,427.86,436.44,438.94,32061.44,36069.62,32675.18,30710.81,30735.03,31581.58,32061.44,0,0,0,0,0,0
10/30/2016,829.33,35384.45,0,0,1735,1665,1772.5,0,0,0,0,0,0,1,549.1,613.5,458.2,206.13,312.38,479.35,417.38,36805.55,36705.38,34697.93,22491.85,22853.33,30856.15,33273.6,0,0,0,0,0,0,0,663.98,612.53,531.25,494.77,483.17,32254.8,36298.46,35898.33,33217.03,31489.75,31633.53,32254.8,0,0,0,0,0,0
10/31/2016,845.48,30270.83,0,0,1687.5,1735,1665,1,0,0,0,0,0,0,829.33,549.1,613.5,458.2,206.13,312.38,479.35,35384.45,36805.55,36705.38,34697.93,22491.85,22853.33,30856.15,0,0,0,0,0,0,0,741.3,709.35,659.12,583.62,536.68,31830.79,34153.61,34791.55,34772.83,32726,31258.18,31830.79,0,0,0,0,0,0
11/1/2016,697.83,24794.43,0,0,1330,1687.5,1735,0,1,0,0,0,0,0,845.48,829.33,549.1,613.5,458.2,206.13,312.38,30270.83,35384.45,36805.55,36705.38,34697.93,22491.85,22853.33,0,0,0,0,0,0,0,790.88,730.44,707.05,665.57,563.99,30813.35,30149.9,31813.82,32792.13,33109.76,30500.47,30813.35,0,0,0,0,0,0
11/2/2016,532.5,24470.93,0,0,1232.5,1330,1687.5,0,0,1,0,0,0,0,697.83,845.48,829.33,549.1,613.5,458.2,206.13,24794.43,30270.83,35384.45,36805.55,36705.38,34697.93,22491.85,0,0,0,0,0,0,0,691.94,726.29,690.85,677.96,591.51,29933.08,26512.06,28730.16,30345.24,31405.26,30702.67,29933.08,0,0,0,0,0,0
